,Title,Suggested Duration,Address,Ratings,Transport
726,Prince Albert Equestrian Statue,Suggested Duration Not Available,"Holborn Circus, London EC1N 8AA England",Ratings Not Available,"['Chancery Lane', 'Farringdon', 'Rental Cars']"
727,Statue of Queen Victoria,Suggested Duration Not Available,"100 Victoria Embankment, London EC4Y 0DH England",Ratings Not Available,"['Blackfriars', ""St. Paul's"", 'Rental Cars']"
728,Beatty Bust,Suggested Duration Not Available,"Trafalgar Square, London WC2N 5DN England",Ratings Not Available,"['Charing Cross', 'Leicester Square', 'Rental Cars']"
729,Eagle Squadrons Memorial,Suggested Duration Not Available,"Grosvenor Square, London England",Ratings Not Available,"['Bond St', 'Marble Arch', 'Rental Cars']"
730,Ferdinand Foch Equestrian Statue,Suggested Duration Not Available,"97 Buckingham Palace Road, London SW1W 0RP England",Ratings Not Available,"['Hyde Park Corner', 'Green Park', 'Rental Cars']"
731,Statue of Henry Irving,Suggested Duration Not Available,"41 Irving St, London WC2H 0HH England",Ratings Not Available,"['Leicester Square', 'Charing Cross', 'Rental Cars']"
732,Euston War memorial,Suggested Duration Not Available,"NW 1 Euston Road, London NW1 2SA England",Ratings Not Available,"['London Euston', 'Euston', 'Rental Cars']"
733,George Peabody Statue,Suggested Duration Not Available,"Royal Exchange Avenue, London EC3V 3NL England",Ratings Not Available,"['Bank', 'Bank', 'Rental Cars']"
734,The Leadenhall Building,Suggested Duration Not Available,"The Leadenhall Building 122 Leadenhall Street, London EC3V 4AB England",Ratings Not Available,"['Aldgate', 'Monument', 'Rental Cars']"
735,Graspan Royal Marines Memorial,Suggested Duration Not Available,"The Mall, London England",Ratings Not Available,"['Green Park', 'Hyde Park Corner', 'Rental Cars']"
736,Holocaust Memorial,Suggested Duration Not Available,"Hyde Park, London W2 2UH England",Ratings Not Available,"['Lancaster Gate', 'Paddington', 'Rental Cars']"
737,Roman wall ofLondonium,Suggested Duration Not Available,"London Tower, London EC3R 7NA England",Ratings Not Available,"['Tower Hill', 'Tower Gateway', 'Rental Cars']"
738,"St Edmund, King and Martyr Church",Suggested Duration Not Available,"Lombard Street, London EC3V 9EA England",Ratings Not Available,"['Bank', 'Monument', 'Rental Cars']"
739,Longplayer,Suggested Duration Not Available,"64 Orchard Place Trinity Buoy Wharf, London E14 0JY England",Ratings Not Available,"['Canning Town', 'Royal Victoria', 'Rental Cars']"
740,Quantum Cloud (sculpture).,Suggested Duration Not Available,"Adjacent to North Greenwich Pier, London England",Ratings Not Available,"['North Greenwich', 'East India', 'Rental Cars']"
741,Hammersmith Cemetery,Suggested Duration Not Available,"Margravine Gardens, London W6 8RL England",Ratings Not Available,"['Barons Court', 'West Kensington', 'Rental Cars']"
742,Statue Of City Worker Hailing Cab,Suggested Duration Not Available,"John Carpenter House John Carpenter Street, London England",Ratings Not Available,"['Blackfriars', 'Temple', 'Rental Cars']"
743,Field Marshal Earl Roberts Statue,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
744,Statue of John Stuart Mill,Suggested Duration Not Available,"Victoria Embankment Gardens, London WC2R 2AB England",Ratings Not Available,"['Embankment', 'Charing Cross', 'Rental Cars']"
745,Wembley Park,Suggested Duration:More than 3 hours,"Unit 5 Exhibition Way Wembley, London HA9 0FA England",4.5,"['Wembley Park', 'Wembley Central', 'Rental Cars']"
746,Broad Street Cholera Pump,Suggested Duration Not Available,"Broadwick Street at Lexington Street, London England",Ratings Not Available,"['Piccadilly Circus', 'Oxford Circus', 'Rental Cars']"
747,St. Dominic's Priory Church,Suggested Duration Not Available,"Southampton Road, London NW5 4LB England",Ratings Not Available,"['Belsize Park', 'Gospel Oak', 'Rental Cars']"
748,Prince Henry the Navigator Statue,Suggested Duration Not Available,"Belgrave Square, Opposite West Halkin Street, London England",Ratings Not Available,"['Knightsbridge', 'Hyde Park Corner', 'Rental Cars']"
749,St Nicholas Cole Abbey,Suggested Duration Not Available,"114 Queen Victoria Street, London EC4V 4BJ England",Ratings Not Available,"['Mansion House', ""St. Paul's"", 'Rental Cars']"
750,Cutler's Hall,Suggested Duration Not Available,"Cutlers Hall 4 Warwick Lane jcn. of NEWGATE STREET, London EC4M 7BR England",Ratings Not Available,"[""St. Paul's"", 'Blackfriars', 'Rental Cars']"
751,St. Dunstan's Church,Suggested Duration Not Available,"Stepney Green, London England",Ratings Not Available,"['Limehouse', 'Stepney Green', 'Rental Cars']"
752,Smithfield Rotunda Garden,Suggested Duration Not Available,"West Smithfield, London EC1A 9DY England",Ratings Not Available,"['Barbican', 'Farringdon', 'Rental Cars']"
753,Jose de San Martin Statue,Suggested Duration Not Available,"Belgrave Square Garden, London England",Ratings Not Available,"['Hyde Park Corner', 'Knightsbridge', 'Rental Cars']"
754,Metropolitan Tabernacle Baptist Church at Elephant and Castle,Suggested Duration Not Available,"Elephant & Castle, London SE1 6SD England",Ratings Not Available,"['Southwark', 'London Bridge', 'Rental Cars']"
755,Church of Christ the King,Suggested Duration Not Available,"Gordon Square, London WC1H 0AG England",Ratings Not Available,"['Euston Square', 'Euston', 'Rental Cars']"
756,Artillery Passage,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
757,The Medieval Palace,Suggested Duration Not Available,"St Katharine's & Wapping Tower of London, London EC3N 4AB England",Ratings Not Available,"['Tower Hill', 'Tower Gateway', 'Rental Cars']"
758,Field Marshal John Fox Burgoyne Statue,Suggested Duration Not Available,"Waterloo Place, London England",Ratings Not Available,"['Southwark', 'Waterloo', 'Rental Cars']"
759,Bethnal Green Station,Suggested Duration:< 1 hour,"Bethnal Green Station Tower Hamlets Cambridge Heath Road, London E2 0ET England",3.5,"['Bethnal Green', 'Bethnal Green', 'Rental Cars']"
760,St Botolphs Aldersgate,Suggested Duration Not Available,"Aldersgate Street London EC1A 4EU, London SE6 9AW England",Ratings Not Available,"['Barbican', ""St. Paul's"", 'Rental Cars']"
761,Golborne Road,Suggested Duration Not Available,"Golborne Road, London England",Ratings Not Available,"['Westbourne Park', 'Ladbroke Grove', 'Rental Cars']"
762,The Wonderpass,Suggested Duration:< 1 hour,"134 Marylebone Road intersection Marylebone Road and Baker Street, London NW1 5PH England",4.5,"['Baker St', 'Marylebone', 'Rental Cars']"
763,Lanthorn Tower,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
764,Baroness Burdett Coutts Drinking Fountain,Suggested Duration Not Available,"Victoria Park, London E97DD England",Ratings Not Available,"['Homerton', 'Hackney Wick', 'Rental Cars']"
765,Hoxton Square,Suggested Duration Not Available,Address Not Available,4.5,[]
766,Henry Purcell Memorial Statue,Suggested Duration Not Available,"27 Victoria Street Westminster, London SW1H 0EX England",Ratings Not Available,"['Charing Cross', 'Green Park', 'Rental Cars']"
767,Statue of Sir Walter Raleigh,Suggested Duration Not Available,"Old Royal Naval College Park Row, London SE10 9NW England",Ratings Not Available,"['North Greenwich', 'Canary Wharf', 'Rental Cars']"
768,Kynance Mews,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
769,Imperial Camel Corps Memorial,Suggested Duration Not Available,"Victoria Embankment Gardens, London WC2N 6PB England",Ratings Not Available,"['Embankment', 'Charing Cross', 'Rental Cars']"
770,Mozart Statue,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
771,Boy and Dolphin Fountain,Suggested Duration Not Available,"Hyde Park, London W2 2UH England",Ratings Not Available,"['Paddington', 'Lancaster Gate', 'Rental Cars']"
772,City of London Dragon Boundary Mark,Suggested Duration Not Available,"58 Victoria Embankment, London EC4Y 0DS England",Ratings Not Available,"['Blackfriars', 'Temple', 'Rental Cars']"
773,The Timepiece Sundial,Suggested Duration Not Available,"13 St. Katharines Way St Katharine's & Wapping, London E1W 1LP England",Ratings Not Available,"['Gallions Reach', 'Tower Gateway', 'Rental Cars']"
774,Charles De Gaulle Statue,Suggested Duration Not Available,"Carlton Gardens, London SW1Y 5AD England",Ratings Not Available,"['Piccadilly Circus', 'Charing Cross', 'Rental Cars']"
775,St George's Cathedral,Suggested Duration Not Available,"Westminster Bridge Road South Bank, London SE1 7HY England",Ratings Not Available,"['Southwark', 'Waterloo', 'Rental Cars']"
776,National Police Memorial,Suggested Duration Not Available,"The Mall, Westminster, London SW1A 2WH England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
777,College of Arms,Suggested Duration Not Available,"130 Queen Victoria Street, London EC4V 4BT England",Ratings Not Available,"['Mansion House', ""St. Paul's"", 'Rental Cars']"
778,Middlesex Guildhall,Suggested Duration Not Available,"Little George St, London England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
779,Queen's Chapel,Suggested Duration Not Available,"St. James's Palace, London SW1A 1BG England",Ratings Not Available,"['Green Park', 'Piccadilly Circus', 'Rental Cars']"
780,Sjomannskirken i London - The Norwegian Church and Seamen's Mission,Suggested Duration Not Available,"Albion St 1 St. Olav's Square, London England",Ratings Not Available,"['Marble Arch', 'Lancaster Gate', 'Rental Cars']"
781,The Penny Panther,Suggested Duration Not Available,"South Audley Street 34 Mayfair, London England",Ratings Not Available,"['Bond St', 'Marble Arch', 'Rental Cars']"
782,Our Most Holy Redeemer & S. Thomas More Catholic Church,Suggested Duration Not Available,"7 Cheyne Row, London SW3 5HS England",Ratings Not Available,"['Gloucester Road', 'Fulham Broadway', 'Rental Cars']"
783,Bold Tendencies,Suggested Duration:1-2 hours,"95A Rye Lane Levels 7-10, London SE15 4ST England",4.5,"['Wapping', 'London Bridge', 'Rental Cars']"
784,Western Marble Arch Synagogue,Suggested Duration Not Available,"1 Wallenberg Place, London W1H 7TN England",Ratings Not Available,"['Marble Arch', 'Bond St', 'Rental Cars']"
785,HTB Onslow Square,Suggested Duration Not Available,"Onslow Square, London SW7 3NX England",Ratings Not Available,"['Gloucester Road', ""Earl's Court"", 'Rental Cars']"
786,St Stephen's Church,Suggested Duration Not Available,"Gloucester Rd Kensington, London SW7 3RL England",Ratings Not Available,"['Gloucester Road', 'High St Kensington', 'Rental Cars']"
787,St Katherine Cree,Suggested Duration Not Available,"St. Katharine Cree Church 86 Leadenhall Street, London EC3A 3BP England",Ratings Not Available,"['Aldgate', 'Tower Hill', 'Rental Cars']"
788,St Benet Paul's Wharf,Suggested Duration Not Available,"Queen Victoria Street, London EC4V 4ER England",Ratings Not Available,"['Blackfriars', ""St. Paul's"", 'Rental Cars']"
789,Holborn Viaduct,Suggested Duration Not Available,"Holborn street, London EC1A England",Ratings Not Available,"['Chancery Lane', 'Farringdon', 'Rental Cars']"
790,Walpole cinema facade,Suggested Duration Not Available,"12 Mattock Lane, London W5 5BQ England",Ratings Not Available,"['Ealing Broadway', 'South Ealing', 'Rental Cars']"
791,Brixton Market - Electric Avenue,Suggested Duration Not Available,"Brixton Road, London England",3.5,"['Waterloo', 'Southwark', 'Rental Cars']"
792,General Sikorski statue - Portland Place,Suggested Duration Not Available,"Portland Place, London England",Ratings Not Available,"[""Regent's Park"", 'Great Portland St', 'Rental Cars']"
793,Hanover Square,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
794,Grosvenor Chapel,Suggested Duration Not Available,"24 South Audley Street, London W1K 2PA England",Ratings Not Available,"['Bond St', 'Green Park', 'Rental Cars']"
795,Annely Juda Fine Art,Suggested Duration Not Available,"23 Dering Street 4th Floor, London W1S 1AW England",Ratings Not Available,"['Bond St', 'Oxford Circus', 'Rental Cars']"
796,John Snow Saloon,Suggested Duration Not Available,"Broadwick Street, W1, London W1 England",Ratings Not Available,"['Tottenham Court Road', 'Piccadilly Circus', 'Rental Cars']"
797,West London Synagogue,Suggested Duration Not Available,"33 Seymour Place, London W1H 5AU England",Ratings Not Available,"['Marble Arch', 'Edgware Road', 'Rental Cars']"
798,One Hyde Park,Suggested Duration Not Available,"100 Knightsbridge, London SW1X 7LJ England",Ratings Not Available,"['Knightsbridge', 'Hyde Park Corner', 'Rental Cars']"
799,Thomas Guy Statue,Suggested Duration Not Available,"St Thomas Street, London SE1 1XJ England",Ratings Not Available,"['London Bridge', 'Monument', 'Rental Cars']"
800,Leeke Street,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
801,Broard Arrow Tower,Suggested Duration Not Available,"London Tower, London EC3R 7JP England",Ratings Not Available,"['Bank', 'Liverpool St', 'Rental Cars']"
802,Lord Lawrence Statue,Suggested Duration Not Available,"St. James Carlton Gardens, London England",Ratings Not Available,"['Wapping', 'Canary Wharf', 'Rental Cars']"
803,Guy's War Memorial,Suggested Duration Not Available,"St Thomas Street Guys Dental Hospital, London SE1 9RT England",Ratings Not Available,"['London Bridge', 'Monument', 'Rental Cars']"
804,Lord Holland Statue,Suggested Duration Not Available,"Holland Park, London England",Ratings Not Available,"['Holland Park', ""Shepherd's Bush"", 'Rental Cars']"
805,St John's Wood Church,Suggested Duration Not Available,"Lord's Roundabout St John's Wood, London NW8 7NE England",Ratings Not Available,"[""St. John's Wood"", 'Marylebone', 'Rental Cars']"
806,St Andrews Undershaft,Suggested Duration Not Available,"St Mary Axe, London EC3 8BN England",Ratings Not Available,"['Aldgate', 'Liverpool St', 'Rental Cars']"
807,Sunnamusk,Suggested Duration Not Available,"Unit 2 Whitechapel Technology Centre 75 Whitechapel Road Aldgate, London E1 1DU England",Ratings Not Available,"['Aldgate East', 'Whitechapel', 'Rental Cars']"
808,Suffragette Memorial,Suggested Duration Not Available,"Westminster, London SW1H 0PT England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
809,Statue of Hugh Dowding,Suggested Duration Not Available,"st Clement Danes, London England",Ratings Not Available,"['Temple', 'Chancery Lane', 'Rental Cars']"
810,Caledonian Park Tower,Suggested Duration Not Available,"Clock view crescent, London England",Ratings Not Available,"['Caledonian Road', 'Caledonian Road & Barnsbury', 'Rental Cars']"
811,James Abbott McNeill Whistler Statue,Suggested Duration Not Available,"Cheyne Walk, London England",Ratings Not Available,"['Fulham Broadway', 'West Brompton', 'Rental Cars']"
812,La Maternite,Suggested Duration Not Available,"Royal Exchange Ave, London EC3V 3NL England",Ratings Not Available,"['Bank', 'Bank', 'Rental Cars']"
813,The New London Model,Suggested Duration Not Available,"26 Store Street NLA, The Building Centre, London WC1E 7BT England",Ratings Not Available,"['Goodge St', 'Tottenham Court Road', 'Rental Cars']"
814,George Michael Memorial,Suggested Duration Not Available,"4-5 The Grove Highgate, London N6 6JU England",Ratings Not Available,"['Highgate', 'Archway', 'Rental Cars']"
